1,108.451061581080694,-7.056600656387881,Pemukiman
2,108.451106281776504,-7.056310859400517,Pemukiman
3,108.451164828572601,-7.056552710288808,Pemukiman
4,108.451250960179706,-7.056330024682613,Pemukiman
5,108.451343085896696,-7.056518469041055,Pemukiman
6,108.4515068378129,-7.056469738094895,Pemukiman
7,108.451652298833906,-7.056528538355703,Pemukiman
8,108.451564833918795,-7.056285794397136,Pemukiman
9,108.451477825366595,-7.056225966671623,Pemukiman
10,108.451383638704201,-7.056128888259872,Pemukiman
11,108.451426260326897,-7.056047867970028,Pemukiman
12,108.451491629263103,-7.055975296020944,Pemukiman
13,108.451523481021894,-7.05606556001406,Pemukiman
14,108.451559090862602,-7.05615896384573,Pemukiman
15,108.451747806097103,-7.056604266018938,Pemukiman
16,108.451762270933003,-7.05647372746461,Pemukiman
17,108.451862778593394,-7.056459674159826,Pemukiman
18,108.451930837704595,-7.056424263331968,Pemukiman
19,108.4520088536202,-7.056405878250324,Pemukiman
20,108.452088372827802,-7.056382996548394,Pemukiman
21,108.451711359919898,-7.056253510981523,Pemukiman
22,108.451688928068094,-7.056147991465251,Pemukiman
23,108.451651520693005,-7.05604237999567,Pemukiman
24,108.451625695429598,-7.055909919696805,Pemukiman
25,108.451733232590399,-7.05588391038338,Pemukiman
26,108.4518690190624,-7.055873201732128,Pemukiman
27,108.451981462896299,-7.055868090912209,Pemukiman
28,108.4521056402032,-7.055848768964506,Pemukiman
29,108.452246368416098,-7.055833971828907,Pemukiman
30,108.452276646552505,-7.055952511524093,Pemukiman
31,108.452290455117904,-7.056058102311821,Pemukiman
32,108.452310318660807,-7.056167164931452,Pemukiman
33,108.452193365836493,-7.056180241733739,Pemukiman
34,108.452091023566595,-7.056194909362622,Pemukiman
35,108.451977687915104,-7.056206298333997,Pemukiman
36,108.451887661774194,-7.056231484735246,Pemukiman
37,108.451794273896098,-7.056243460915674,Pemukiman
38,108.451775186347902,-7.056126499847322,Pemukiman
39,108.451747282662893,-7.056013496335784,Pemukiman
40,108.451871598359702,-7.055980246700107,Pemukiman
41,108.451996950189894,-7.05597169134503,Pemukiman
42,108.452131500163105,-7.055958191988299,Pemukiman
43,108.4521334389717,-7.056055131482687,Pemukiman
44,108.452013795546605,-7.056070092400753,Pemukiman
45,108.451894275921106,-7.05608981324896,Pemukiman
46,108.452446019262595,-7.055976050827971,Pemukiman
47,108.452467335390395,-7.056123502938748,Pemukiman
48,108.452646619390904,-7.055948440348944,Pemukiman
49,108.452791412930296,-7.056136999668005,Pemukiman
50,108.4529583814885,-7.056209543896416,Pemukiman
51,108.453262516026896,-7.056107023129972,Pemukiman
52,108.453306970406402,-7.055664589636397,Pemukiman
53,108.453343224401905,-7.055535630726409,Pemukiman
54,108.453350795335794,-7.055443313145328,Pemukiman
55,108.453320726482502,-7.055294232949655,Pemukiman
56,108.453210033086606,-7.055277866523346,Pemukiman
57,108.453113191444302,-7.055239978590087,Pemukiman
58,108.453001659876406,-7.055314745246128,Pemukiman
59,108.452975790618197,-7.055370468468736,Pemukiman
60,108.452957209128101,-7.055453066485571,Pemukiman
61,108.4531171908245,-7.055373067640543,Pemukiman
62,108.453078318375006,-7.055472669813563,Pemukiman
63,108.453372486112301,-7.056426396536343,Pemukiman
64,108.4532976140231,-7.056538154376971,Pemukiman
65,108.453399736547894,-7.056650579113485,Pemukiman
66,108.453448962286899,-7.056435874754091,Pemukiman
67,108.453492598514998,-7.056455791393923,Pemukiman
68,108.453570732924703,-7.056468219871607,Pemukiman
69,108.453505576725902,-7.056683288557968,Pemukiman
70,108.453597518334405,-7.056729090301735,Pemukiman
71,108.453650060831393,-7.056525586669411,Pemukiman
72,108.4537739952019,-7.056558555993169,Pemukiman
73,108.454062342153705,-7.056705215975442,Pemukiman
74,108.454228810094605,-7.056725699038577,Pemukiman
75,108.454512893739803,-7.056927380037268,Pemukiman
76,108.454554821984999,-7.056927127707708,Pemukiman
77,108.454684238044194,-7.056939621015017,Pemukiman
78,108.454797495598797,-7.057013666591737,Pemukiman
79,108.454830719295003,-7.056905239815421,Pemukiman
80,108.454864505142098,-7.056746165428924,Pemukiman
81,108.454991988368306,-7.056664835234521,Pemukiman
82,108.454813323494804,-7.056332025775864,Pemukiman
83,108.454821920265999,-7.056229084045055,Pemukiman
84,108.454805599807599,-7.056008773052937,Pemukiman
85,108.455045596319195,-7.055957041228767,Pemukiman
86,108.455111992501202,-7.055993645396314,Pemukiman
87,108.454945350389096,-7.056098599051103,Pemukiman
88,108.455145379801706,-7.056232747805325,Pemukiman
89,108.455162946617094,-7.056652477293912,Pemukiman
90,108.455255458082604,-7.056619655986247,Pemukiman
91,108.455229346758699,-7.056693633118774,Pemukiman
92,108.455195888034098,-7.056813910232886,Pemukiman
93,108.455030164408797,-7.056751875208824,Pemukiman
94,108.454985036470802,-7.056809593596851,Pemukiman
95,108.454988885383599,-7.056876135404737,Pemukiman
96,108.454964690569597,-7.056953601886306,Pemukiman
97,108.454988067952002,-7.057026916631621,Pemukiman
98,108.454980522670596,-7.057101996556992,Pemukiman
99,108.455045271588304,-7.057106063651364,Pemukiman
100,108.455083661425604,-7.056969294034901,Pemukiman
101,108.455207038424504,-7.056992399364563,Pemukiman
